address;latitude;longitude;names
12 rue de l'Odéon, Paris;48.8512157997523;2.338585180175937;George Antheil, Sylvia Beach, Padraic Colum, Robert McAlmon
34 rue des Vignes, Paris;48.85596510678949;2.276100377607803;Pierre de Lanux, James Joyce
4 boulevard Raspail, Paris;48.85545376656861;2.3254892646273793;Stephen Vincent Benét, Margaret Wilson
69 rue Raynouard, Paris;48.854061711160156; 2.2780240353761028;Élisabeth de Gramont, Duchesse de Clermont-Tonnerre
71 rue du Cardinal Lemoine, Paris;48.845714092674136;2.350507464627012;James Joyce, Valery Larbaud
Hotel Jacob, 44 rue Jacob, Paris;48.856770477614766; 2.3333067736676893;David Gascoyne, Ernest Hemingway
Select Hôtel, 1 place de la Sorbonne, Paris;48.848592227924804;2.342541911956853;Richard Aldington, Katherine Mansfield
École normale supérieure, 45 rue d'Ulm, Paris;48.84197590219311; 2.3440996223970494;Samuel Beckett, Thomas MacGreevy
